id,artista,numero,musica,genero
1216,Edson & Hudson,06866,O BICHO VAI PEGAR,Sertanejo (dupla presumida)
1217,Edson & Hudson,30400,QUER NAMORAR COMIGO,Sertanejo (dupla presumida)
1218,Edson & Hudson,30424,TÁ NO MEU CORAÇÃO,Sertanejo (dupla presumida)
1219,Edson & Hudson part. Bruno e Marrone,33940,CONTAGEM REGRESSIVA,Sertanejo
1220,Edson e Hudson,30640,"MULHER, CERVEJA E VIOLA",Sertanejo (dupla presumida)
1221,Edson e Vinicius part. João Neto e Frederico,33441,NA MINHA CASA OU NA SUA,Sertanejo (dupla presumida)
1222,Edson Gomes,30632,MALANDRINHA,Desconhecido
1223,Edu Ribeiro,07382,ME NAMORA,Desconhecido
1224,Eduardo Costa,01401,A CARTA,Sertanejo
1225,Eduardo Costa,01501,ACABOU O AMOR,Sertanejo
1226,Eduardo Costa,09610,AMOR DE VIOLEIRO,Sertanejo
1227,Eduardo Costa,01503,AMORES IMORTAIS,Sertanejo
1228,Eduardo Costa,15165,ANJO PROTETOR,Sertanejo
1229,Eduardo Costa,09626,CACHACEIRO,Sertanejo
1230,Eduardo Costa,33063,COMEÇAR DE NOVO,Sertanejo
1231,Eduardo Costa,33652,CORAÇÃO DA PÁTRIA,Sertanejo
1232,Eduardo Costa,15294,ENAMORADO,Sertanejo
1233,Eduardo Costa,09674,EU APOSTO,Sertanejo
1234,Eduardo Costa,09675,EU DUVIDO,Sertanejo
1235,Eduardo Costa,33064,EU QUERO TE AMAR,Sertanejo
1236,Eduardo Costa,33464,FAZ DE CONTA,Sertanejo
1237,Eduardo Costa,30158,FORRÓ E PAIXÃO,Sertanejo
1238,Eduardo Costa,15338,LOUCO CORAÇÃO,Sertanejo
1239,Eduardo Costa,30368,NA SAIDEIRA,Sertanejo
1240,Eduardo Costa,01432,NÃO VALEU PRA VOCÊ,Sertanejo
1241,Eduardo Costa,30649,OLHA ELA AÍ,Sertanejo
1242,Eduardo Costa,33065,OS DEZ MANDAMENTOS,Sertanejo
1243,Eduardo Costa,33811,PRONTO FALEI,Sertanejo
1244,Eduardo Costa,33728,UM LOUCO,Sertanejo
1245,Eduardo Costa,09648,CORACAO ABERTO,Sertanejo
1246,Eduardo Costa,07999,ME APAIXONEI (A PRIMEIRA VEZ QUE EU TE VI),Sertanejo
1247,Eduardo Costa,01014,MELHOR OU PIOR,Sertanejo
1248,Eduardo Costa,33291,SAPEQUINHA,Sertanejo
1249,Eduardo Costa & Bruno e Marrone,01102,VOCÊ FOI ATRIZ,Sertanejo
1250,Eduardo Costa & Leonardo,33547,SEPARAÇÃO,Sertanejo
1251,Eduardo Dusek,04119,AVENTURA,Desconhecido
1252,Eduardo Dusek,06167,BARRADOS NO BAILE,Desconhecido
1253,Eduardo Dusek,33850,BREGA-CHIQUE (O VENTO LEVOU BLACK) (DOMÉSTICA),Desconhecido
1254,Eduardo Dusek,07396,NOSTRADAMUS,Desconhecido
1255,Eduardo Dusek,06347,ROCK DA CACHORRA,Desconhecido
1256,Edy Britto e Samuel part. Gusttavo Lima,33357,HOMEM CHORA SIM,Sertanejo
1257,Egotrip,33066,VIAGEM AO FUNDO DO EGO,Desconhecido
1258,Elaine Martins,30955,VOLTE A SONHAR,Desconhecido
1259,Elba Ramalho,03555,BANHO DE CHEIRO,Desconhecido
1260,Elba Ramalho,03027,BATE CORAÇÃO,Desconhecido
1261,Elba Ramalho,03609,CHÃO DE GIZ,Desconhecido
1262,Elba Ramalho,03320,DE VOLTA PRO ACONCHEGO,Desconhecido
1263,Eliana de Lima,03466,DESEJO DE AMAR,Desconhecido
1264,Eliana de Lima,03295,VOLTA PRA ELA,Desconhecido
1265,Elis Regina,03006,ÁGUAS DE MARÇO,Desconhecido
1266,Elis Regina,04063,ALÔ ALÔ MARCIANO,Desconhecido
1267,Elis Regina,06525,APRENDENDO A JOGAR,Desconhecido
1268,Elis Regina,04425,ATRÁS DA PORTA,Desconhecido
1269,Elis Regina,03611,COMO NOSSOS PAIS,Desconhecido
1270,Elis Regina,03067,"DOIS PRA LÁ, DOIS PRA CÁ",Desconhecido
1271,Elis Regina,03471,FASCINAÇÃO,Desconhecido
1272,Elis Regina,06778,FOLHAS SECAS,Desconhecido
1273,Elis Regina,30336,INÚTIL PAISAGEM,Desconhecido
1274,Elis Regina,03131,MADALENA,Desconhecido
1275,Elis Regina,03183,O BÊBADO E A EQUILIBRISTA,Desconhecido
1276,Elis Regina,03240,ROMARIA,Desconhecido
1277,Elis Regina,04219,VELHA ROUPA COLORIDA,Desconhecido
1278,Elis Regina,01933,GRACIAS A LA VIDA,Desconhecido
1279,Elis Regina,06511,SÓ TINHA DE SER COM VOCÊ,Desconhecido
1280,Elis Regina,04415,UPA NEGUINHO,Desconhecido
1281,Elson,03265,TALISMÃ,Desconhecido
1282,Elson do Forrogode,30781,JEITO ATREVIDO,Desconhecido
1283,Elymar Santos,04155,ESCANCARANDO DE VEZ,Desconhecido
1284,Elymar Santos,30324,SUBINDO PELAS PAREDES,Desconhecido
1285,Elymar Santos,01798,TEU JOGO,Desconhecido
1286,Elza Soares,33665,EU BEBO SIM,Desconhecido
1287,Emicida,33711,QUER SABER,Rap/Hip-Hop
1288,Emicida,33723,TRIUNFO,Rap/Hip-Hop
1289,Emicida ft. Vanessa da Mata,15913,PASSARINHOS,MPB/Romântico
1290,Emilio e Eduardo,30296,CHORA CAROLINA,Sertanejo (dupla presumida)
1291,Emilio e Eduardo,30406,RODOPIOU,Sertanejo (dupla presumida)
1292,Emílio e Eduardo & Munhoz e Mariano,33070,UM SONHO COM TIAO CARREIRO,Sertanejo (dupla presumida)
1293,Emilio Santiago,03500,VERDADE CHINESA,Desconhecido
1294,Emilio Santiago,02687,FLAMBOYANT,Desconhecido
1295,Emilio Santiago,30875,PELO AMOR DE DEUS,Desconhecido
1296,Emílio Santiago,03244,SAIGON,Desconhecido
1297,Emilio Santiago,09671,ESSA FASE DO AMOR,Desconhecido
1298,Emilio Santiago e Veronica Sabino,03733,TUDO QUE SE QUER,Sertanejo (dupla presumida)
1299,Engenheiros do Hawaii,03075,ERA UM GAROTO,Rock BR
1300,Engenheiros do Hawaii,06419,INFINITA HIGHWAY,Rock BR
1301,Engenheiros do Hawaii,33558,PIANO BAR,Rock BR
1302,Engenheiros do Hawaii,03969,PRA SER SINCERO,Rock BR
1303,Engenheiros do Hawaii,03488,REFRÃO DE BOLERO,Rock BR
1304,Engenheiros do Hawaii,04054,SOMOS QUEM PODEMOS SER,Rock BR
1305,Engenheiros do Hawaii,30022,TERRA DE GIGANTES,Rock BR
1306,Engenheiros do Hawaii,04180,TODA FORMA DE PODER,Rock BR
1307,Engenheiros do Hawaii,03351,A PROMESSA,Rock BR
1308,Engenheiros do Hawaii,09619,ATÉ O FIM,Rock BR
1309,Enzo Rabelo,30635,MEIO CAMINHO ANDADO,Desconhecido
1310,Enzo Rabelo part. Zé Felipe,30679,TIJOLINHO POR TIJOLINHO,Sertanejo
1311,Erasmo Carlos,30332,DO FUNDO DO MEU CORAÇÃO,MPB/Romântico
1312,Erasmo Carlos,03707,FESTA DE ARROMBA,MPB/Romântico
1313,Erasmo Carlos,06619,MULHER (SEXO FRÁGIL),MPB/Romântico
1314,Erasmo Carlos,33828,MINHA SUPERSTAR,MPB/Romântico
1315,Erasmo Carlos,04451,PEGA NA MENTIRA,MPB/Romântico
1316,Erasmo Carlos,33800,"SOU UMA CRIANÇA, NÃO ENTENDO NADA",MPB/Romântico
1317,Erasmo Carlos,03286,VEM QUENTE QUE EU ESTOU FERVENDO,MPB/Romântico
1318,Erasmo Carlos & Marisa Monte,06138,MAIS UM NA MULTIDÃO,MPB/Romântico
1319,Eric & Matheus,30333,PO PEGA,Sertanejo (dupla presumida)
1320,Eric Land ft. Zé Vaqueiro,30956,O POVO GOSTA É DO PISEIRO,Forró/Piseiro
1321,Erick e Léo,07990,LOCUTOR,Sertanejo (dupla presumida)
1322,Esteban,30033,PRA SER,Desconhecido
1323,Evaldo Braga,04254,"SORRIA, SORRIA",Desconhecido
1324,Evaldo Braga,06882,A CRUZ QUE CARREGO,Desconhecido
1325,Evaldo Braga,33430,ESCONDA O PRANTO NUM SORRISO,Desconhecido
1326,Evaldo Braga,33438,MENTIRA,Desconhecido
1327,Exaltasamba,03648,ARMADILHA,Samba/Pagode
1328,Exaltasamba,33595,COMO NUNCA AMEI NINGUÉM,Samba/Pagode
1329,Exaltasamba,03839,DESLIGA E VEM,Samba/Pagode
1330,Exaltasamba,30317,É DEMAIS,Samba/Pagode
1331,Exaltasamba,33587,ESTRELA,Samba/Pagode
1332,Exaltasamba,33372,ETERNO AMANHECER,Samba/Pagode
1333,Exaltasamba,06016,EU E VOCÊ SEMPRE,Samba/Pagode
1334,Exaltasamba,03567,GAMEI,Samba/Pagode
1335,Exaltasamba,06929,JÁ TENTEI,Samba/Pagode
1336,Exaltasamba,30344,LIMITE,Samba/Pagode
1337,Exaltasamba,03621,LOUCA PAIXÃO,Samba/Pagode
1338,Exaltasamba,04122,ME APAIXONEI PELA PESSOA ERRADA,Samba/Pagode
1339,Exaltasamba,04441,MEGASTAR,Samba/Pagode
1340,Exaltasamba,30369,NÃO DÁ,Samba/Pagode
1341,Exaltasamba,01578,TÁ VENDO AQUELA LUA,Samba/Pagode
1342,Exaltasamba,03641,TELEGRAMA,Samba/Pagode
1343,Exaltasamba,01477,VALEU,Samba/Pagode
1344,Exaltasamba,01762,A GENTE FAZ A FESTA,Samba/Pagode
1345,Exaltasamba,04069,CARTÃO POSTAL,Samba/Pagode
1346,Exaltasamba,07989,LIVRE PRA VOAR,Samba/Pagode
1347,Exaltasamba,06833,POR TÃO POUCO,Samba/Pagode
1348,Exaltasamba,04339,VEM PRA FICAR COMIGO,Samba/Pagode
1349,Fábio Jr.,03288,20 POUCOS ANOS,MPB/Romântico
1350,Fábio Jr.,04062,AI QUE SAUDADE DOCÊ,MPB/Romântico
1351,Fábio Jr.,03011,ALMA GEMEA,MPB/Romântico
1352,Fábio Jr.,33424,BUSCA,MPB/Romântico
1353,Fábio Jr.,03036,CAÇA E CAÇADOR,MPB/Romântico
1354,Fábio Jr.,15046,CHORO,MPB/Romântico
1355,Fábio Jr.,33506,ESQUEÇA,MPB/Romântico
1356,Fábio Jr.,03363,EU NUNCA ESTIVE TÃO APAIXONADO,MPB/Romântico
1357,Fábio Jr.,03378,O QUE É QUE HÁ,MPB/Romântico
1358,Fábio Jr.,03380,PAI,MPB/Romântico
1359,Fábio Jr.,03207,PAREÇO UM MENINO,MPB/Romântico
1360,Fábio Jr.,03227,QUANDO GIRA O MUNDO,MPB/Romântico
1361,Fábio Jr.,33807,RIO E CANOA,MPB/Romântico
1362,Fábio Jr.,06354,SEM PESO E SEM MEDIDA,MPB/Romântico
1363,Fábio Jr.,06792,SENTA AQUI,MPB/Romântico
1364,Fábio Jr.,04374,SEU MELHOR AMIGO,MPB/Romântico
1365,Fábio Jr.,01139,VIDA,MPB/Romântico
1366,Fábio Jr.,09368,VOLTA AO COMEÇO,MPB/Romântico
1367,Fábio Jr.,03353,AMARRADOS,MPB/Romântico
1368,Fábio Jr.,03951,DESEJOS E DELÍRIOS,MPB/Romântico
1369,Fábio Jr.,06567,EM CADA AMANHECER,MPB/Romântico
1370,Fábio Jr.,04313,FELICIDADE,MPB/Romântico
1371,Fábio Jr.,03708,IMPOSSÍVEL ACREDITAR QUE TE PERDI,MPB/Romântico
1372,Fábio Jr.,03815,SÓ VOCÊ,MPB/Romântico
1373,Fábio Jr. ft. Bonnie Tyler,06193,SEM LIMITES PRA SONHAR,MPB/Romântico
1374,Fafá de Belém,03692,ABANDONADA,Desconhecido
1375,Fafá de Belém,04430,CORAÇÃO DO AGRESTE,Desconhecido
1376,Fafá de Belém,03181,NUVÉM DE LÁGRIMAS,Desconhecido
1377,Fafá de Belém,03547,VERMELHO,Desconhecido
1378,Fafá de Belem,07323,CORAÇÃO APRENDIZ,Desconhecido
1379,Fafá de Belém,33044,AMOR CIGANO,Desconhecido
1380,Fafá de Belém,33557,PIRILAMPO,Desconhecido
1381,Fagner,30060,AMOR ESCONDIDO,MPB/Romântico
1382,Fagner,03307,BORBULHAS DE AMOR,MPB/Romântico
1383,Fagner,03696,CANTEIROS,MPB/Romântico
1384,Fagner,03517,DESLIZES,MPB/Romântico
1385,Fagner,04187,ESPUMAS AO VENTO,MPB/Romântico
1386,Fagner,07605,FANATISMO,MPB/Romântico
1387,Fagner,03180,NUNCA,MPB/Romântico
1388,Fagner,06956,O ÚLTIMO PAU DE ARARA,MPB/Romântico
1389,Fagner,06508,REVELAÇÃO,MPB/Romântico
1390,Fagner,06779,GUERREIRO MENINO,MPB/Romântico
1391,Fagner,03127,LEMBRANÇA DE UM BEIJO,MPB/Romântico
1392,Fagner,07183,MUCURIPE,MPB/Romântico
1393,Fagner,03179,NOTURNO (CORAÇÃO ALADO),MPB/Romântico
1394,Fagner,33480,PEDRAS QUE CANTAM,MPB/Romântico
1395,Fagner,09869,ROMANCE NO DESERTO,MPB/Romântico
1396,Fagner,30782,CARTAZ,MPB/Romântico
1397,Fagner & Zezé Di Camargo e Luciano,04250,RETROVISOR,Sertanejo
1398,Falamansa,06166,AVISA,Desconhecido
1399,Falamansa,06604,CEM ANOS,Desconhecido
1400,Falamansa,33656,DECOLA,Desconhecido
1401,Falamansa,06502,OH CHUVA,Desconhecido
1402,Falamansa,06113,RINDO À TOA,Desconhecido
1403,Falamansa,06240,XOTE DA ALEGRIA,Desconhecido
1404,Falamansa,06040,XOTE DOS MILAGRES,Desconhecido
1405,Falamansa,06066,MEDO DO ESCURO,Desconhecido
1406,Falcão,33672,HOLIDAY FOI MUITO,Desconhecido
1407,Falcão,33673,I'M NOT DOG NO (EU NÃO SOU CACHORRO NÃO),Desconhecido
1408,Fanzine,04016,UMA HISTÓRIA DE AMOR,Desconhecido
1409,Felipe Araújo,30598,AINDA SOU TÃO SEU,Desconhecido
1410,Felipe Araújo,33975,ALCONTECE,Desconhecido
1411,Felipe Araújo,30277,AMOR DA SUA CAMA,Desconhecido
1412,Felipe Araújo,30831,MENTIRA,Desconhecido
1413,Felipe Araújo,30743,ESPAÇOSA DEMAIS,Desconhecido
1414,Felipe Araújo part. Ferrugem,30601,ATRASADINHA,Desconhecido
1415,Felipe Araújo part. Henrique e Juliano,30091,A MALA É FALSA,Sertanejo
1416,Felipe Dylon,06703,MUSA DO VERÃO,Desconhecido
1417,Felipe e Falcão,30339,QUE PENA,Sertanejo (dupla presumida)
1418,Felipe e Falcão,30739,DEIXA EU TE AMAR POR FAVOR,Sertanejo (dupla presumida)
1419,Felipe e Falcão,30750,HOJE NÃO É NOSSO DIA,Sertanejo (dupla presumida)
1420,Felipe e Ferrari,33398,A CARTA DE LARISSA,Sertanejo (dupla presumida)
1421,Fernanda Abreu,30078,RIO 40 GRAUS,Desconhecido
1422,Fernanda Brum,07773,EM TUA PRESENÇA,Gospel
1423,Fernanda Brum,31014,CURA-ME,Gospel
1424,Fernanda Takai e Samuel Rosa,15744,PRA CURAR ESSA DOR (HEAL THE PAIN),Sertanejo (dupla presumida)
1425,Fernandinho,02945,TODAS AS COISAS,Desconhecido
1426,Fernandinho,30957,YESHUA,Desconhecido
1427,"Fernando & Sorocaba, Tarcísio do Acordeon",31083,SÓ NÃO DIVULGA,Sertanejo
1428,Fernando e Sorocaba,33638,ANJO DE CABELOS LONGOS,Sertanejo (dupla presumida)
1429,Fernando e Sorocaba,01445,AQUI A TRISTEZA PULA DE ALEGRIA,Sertanejo (dupla presumida)
1430,Fernando e Sorocaba,09621,BALA DE PRATA,Sertanejo (dupla presumida)
1431,Fernando e Sorocaba,33075,BOBEIA PRA VER,Sertanejo (dupla presumida)
1432,Fernando e Sorocaba,33955,CASA BRANCA,Sertanejo (dupla presumida)
1433,Fernando e Sorocaba,01546,DA COR DO PECADO,Sertanejo (dupla presumida)
1434,Fernando e Sorocaba,33081,DEIXA FALAR,Sertanejo (dupla presumida)
1435,Fernando e Sorocaba,01359,DELEGADA,Sertanejo (dupla presumida)
1436,Fernando e Sorocaba,02848,É TENSO,Sertanejo (dupla presumida)
1437,Fernando e Sorocaba,33204,FÉRIAS EM SALVADOR,Sertanejo (dupla presumida)
1438,Fernando e Sorocaba,15461,GAVETA,Sertanejo (dupla presumida)
1439,Fernando e Sorocaba,01495,MADRI,Sertanejo (dupla presumida)
1440,Fernando e Sorocaba,33084,MINHA EX,Sertanejo (dupla presumida)
1441,Fernando e Sorocaba,15303,MÔ,Sertanejo (dupla presumida)
1442,Fernando e Sorocaba,33691,O CARA DA RÁDIO,Sertanejo (dupla presumida)
1443,Fernando e Sorocaba,15392,O QUE CÊ VAI FAZER,Sertanejo (dupla presumida)
1444,Fernando e Sorocaba,01200,PAGA PAU,Sertanejo (dupla presumida)
1445,Fernando e Sorocaba,33707,PRETO,Sertanejo (dupla presumida)
1446,Fernando e Sorocaba,33289,PREVISÃO DO TEMPO,Sertanejo (dupla presumida)
1447,Fernando e Sorocaba,30472,TERAPINGA,Sertanejo (dupla presumida)
1448,Fernando e Sorocaba,01659,TÔ PASSANDO MAL,Sertanejo (dupla presumida)
1449,Fernando e Sorocaba,15358,VENENO,Sertanejo (dupla presumida)
1450,Fernando e Sorocaba,01371,A CASA CAIU,Sertanejo (dupla presumida)
1451,Fernando e Sorocaba,15027,ATÉ O FINAL,Sertanejo (dupla presumida)
1452,Fernando e Sorocaba,33512,DIA DEZ,Sertanejo (dupla presumida)
1453,Fernando e Sorocaba,33458,MÁRMORE,Sertanejo (dupla presumida)
1454,Fernando e Sorocaba,01479,VENDAVAL,Sertanejo (dupla presumida)
1455,Fernando e Sorocaba part. Felipe Duran,30047,"DOU TRABALHO, MAS NÃO TRAIO",Sertanejo (dupla presumida)
1456,Fernando e Sorocaba part. Jorge e Mateus,30264,BOM RAPAZ,Sertanejo
1457,Fernando e Sorocaba part. Luan Santana,02833,EVEREST,Sertanejo
1458,Fernando e Sorocaba part. Lucas Lucco,33085,XING LING,Sertanejo (dupla presumida)
1459,Fernando e Sorocaba part. Nego do Borel,30356,MENINA PIPOCO,Sertanejo (dupla presumida)
1460,Fernando e Sorocaba part. Wesley Safadão,33319,SOU CIUMENTO MESMO,Forró/Piseiro
1461,Fernando Mendes,06803,A DESCONHECIDA,Desconhecido
1462,Fernando Mendes,09374,A MENINA DO SUBURBIO,Desconhecido
1463,Fernando Mendes,04146,CADEIRA DE RODAS,Desconhecido
1464,Fernando Mendes,33840,EU QUERIA DIZER QUE TE AMO NUMA CANCÃO,Desconhecido
1465,Fernando Mendes,33801,SORTE TEM QUEM ACREDITA NELA,Desconhecido
1466,Fernando Mendes,30783,VOCÊ NÃO ME ENSINOU A TE ESQUECER,Desconhecido
1467,Fernando Mendes,30784,A DESCONHECIDA,Desconhecido
1468,Ferrugem,30548,PIRATA E TESOURO,Desconhecido
1469,Ferrugem,33647,CLIMATIZAR,Desconhecido
1470,Ferrugem,30785,PACIÊNCIA,Desconhecido
1471,Ferrugem ft. Bruno Cardoso,30786,É NATURAL,Desconhecido
1472,Fiduma e Jeca part. Munhoz e Mariano,33353,99 POR CENTO,Sertanejo (dupla presumida)
1473,Filosofia Reggae,02769,SENTIMENTO BOM,Desconhecido
1474,Fiuk,02875,QUERO TODA NOITE,Desconhecido
1475,Flávio Venturini,06864,NOITES COM SOL,Desconhecido
1476,Flávio Venturini,06727,CLUBE DA ESQUINA 2,Desconhecido
1477,Flávio Venturini part. Caetano Veloso,06768,CÉU DE SANTO AMARO,MPB/Romântico
1478,Floribella,33592,DING DONG,Desconhecido
1479,Floribella,33583,FLORES AMARELAS,Desconhecido
1480,Floribella,33538,TE SINTO,Desconhecido
1481,Forró Boys,30725,ACABOU,Desconhecido
1482,Forró Boys,30728,AMOR VIRTUAL,Desconhecido
1483,Forró Boys,30730,BALADEIRO,Desconhecido
1484,Forró do Muido,30351,MEDO DE AMAR,Desconhecido
1485,Forró Perfeito,30768,SAMARA,Desconhecido
1486,Franco,33862,BLACK SAMBA,Desconhecido
1487,Franco,15269,ROCK ENREDO,Desconhecido
1488,Frank Aguiar,04400,MORANGO DO NORDESTE,Desconhecido
1489,Frank Aguiar,04363,MULHER MADURA,Desconhecido
1490,Frank Aguiar e Francis Lopes,30343,LAMENTO DE UM NORDESTINO,Sertanejo (dupla presumida)
1491,Fred e Gustavo,33772,A DAMA DA NOITE,Sertanejo (dupla presumida)
1492,Fred e Gustavo,33088,ELA TÁ DANÇANDO,Sertanejo (dupla presumida)
1493,Fred e Gustavo,33773,ENTÃO VALEU,Sertanejo (dupla presumida)
1494,Fred e Gustavo,33199,EX GORDINHA,Sertanejo (dupla presumida)
1495,Fred e Gustavo,33774,FORA DE ÁREA,Sertanejo (dupla presumida)
1496,Fred e Gustavo,33089,JEJUM DE AMOR,Sertanejo (dupla presumida)
1497,Fred e Gustavo,15349,QUEM NÃO BEIJA BEBE,Sertanejo (dupla presumida)
1498,Fred e Gustavo part. Maria Cecília,01905,LENDAS E MISTÉRIOS,Sertanejo (dupla presumida)
1499,Fred e Gustavo part. Wesley Safadão,33948,A CULPA É DA BEBIDA,Forró/Piseiro
1500,Fred e Gustavo part. Wesley Safadão,33362,"TÓ, SOU SEU",Forró/Piseiro
1501,Frei Guilson,30958,EU SEGUIREI,Desconhecido
1502,Frejat,09612,AMOR PRA RECOMEÇAR,Desconhecido
1503,Frejat,06474,SEGREDOS,Desconhecido
1504,Fresno,01004,ALGUÉM QUE TE FAZ SORRIR (ACÚSTICO),Desconhecido
1505,Fresno,33428,CADA POÇA DESSA RUA TEM UM POUCO DE MINHAS LÁGRIMAS,Desconhecido
1506,Fresno,30147,"DIGA, PARTE 2",Desconhecido
1507,Fresno,33090,EU SEI (ACÚSTICO),Desconhecido
1508,Fresno,33433,EUROPA,Desconhecido
1509,Fresno,33083,PORTO ALEGRE,Desconhecido
1510,Fresno,30372,QUEBRE AS CORRENTES,Desconhecido
1511,Fresno,33092,REDENÇAO (ACÚSTICO),Desconhecido
1512,Fresno,33222,RELATO DE UM HOMEM DE BOM CORAÇÃO,Desconhecido
1513,Fresno,33093,REVANCHE,Desconhecido
1514,Frozen,33094,LIVRE ESTOU,Desconhecido
1515,Frozen 2,30888,NADA VAI MUDAR,Desconhecido
1516,Frozen 2,30959,COM O TEMPO,Desconhecido
1517,Frozen 2,30960,FAZER O QUE É MELHOR,Desconhecido
1518,Fundo de Quintal,03861,A AMIZADE,Samba/Pagode
1519,Fundo de Quintal,15982,A BATUCADA DOS NOSSOS TANTÂS,Samba/Pagode
1520,Fundo de Quintal,33002,FACHO DE ESPERANÇA,Samba/Pagode
1521,Fundo de Quintal,33885,LUCIDEZ,Samba/Pagode
1522,Fundo de Quintal,15672,O SHOW TEM QUE CONTINUAR,Samba/Pagode
1523,Fundo de Quintal,30390,PARABÉNS PRA VOCÊ,Samba/Pagode
1524,Fundo de Quintal,30225,SÓ PRA CONTRARIAR,Samba/Pagode
1525,Fundo de Quintal,33881,"VAI LÁ, VAI LÁ",Samba/Pagode
1526,Funk Como Le Gusta,02781,16 TONELADAS,Desconhecido
1527,Furacão Love,30641,MY BABY,Desconhecido
1528,Gabriel Diniz,33632,AH SE MEU DINHEIRO DESSE,Desconhecido
1529,Gabriel Diniz,33637,AMOR DE COPO,Desconhecido
1530,Gabriel Diniz,33429,DO SEU CORAÇÃO SOU DONO,Desconhecido
1531,Gabriel Diniz,30700,JENIFER,Desconhecido
1532,Gabriel Diniz,33682,MINHA CARA DE PREOCUPAÇÃO,Desconhecido
1533,Gabriel Diniz,30653,PARQUEDAS,Desconhecido
1534,Gabriel Diniz part. Gustavo Lima,30108,É HORA DE DAR TCHAU,Desconhecido
1535,Gabriel Gava,15322,BALA NA BOQUINHA,Desconhecido
1536,Gabriel Gava,02890,FIORINO,Desconhecido
1537,Gabriel Gava,33095,MÁQUINA DO AMOR,Desconhecido
1538,Gabriel Gava,33574,NA MESA DO BAR,Desconhecido
1539,Gabriel Gava ft. Naiara Azevedo,30961,DELICINHA,Desconhecido
1540,"Gabriel Gava, Gusttavo Lima, Lucas Lucco & Israel Novaes",33868,AMO ATÉ NO CÉU (HOMENAGEM CRISTIANO ARAÚJO),Sertanejo
1541,Gabriel O Pensador,30340,CACHIMBO DA PAZ,Desconhecido
1542,Gabriel O Pensador,33605,2345 MEIA 78,Desconhecido
1543,Gabriel Valim,33423,BLUSA BRANCA,Desconhecido
1544,Gabriel Valim,15735,MEDO DE VOCÊ,Desconhecido
1545,Gabriel Valim,15186,PIRADINHA,Desconhecido
1546,Gabriel Valim,15639,VOU FAZER COM VOCÊ,Desconhecido
1547,Gabriela Rocha,30113,ALELUIA (HALLELUJAH),Gospel
1548,Gabriela Rocha,30962,MORREU NA CRUZ,Gospel
1549,Gabriela Rocha,30963,RECONHECEMOS,Gospel
1550,Gaby Amarantos,02742,EX MY LOVE (EX MAI LOVE),Desconhecido
1551,Gal Costa,03016,AQUARELA DO BRASIL,MPB/Romântico
1552,Gal Costa,07917,CAMINHOS CRUZADOS,MPB/Romântico
1553,Gal Costa,06091,CAMINHOS DO MAR,MPB/Romântico
1554,Gal Costa,04194,FOLHETIM,MPB/Romântico
1555,Gal Costa,03578,MEU BEM MEU MAL,MPB/Romântico
1556,Gal Costa,03024,BALANCÊ,MPB/Romântico
1557,Gal Costa,09406,CANTA BRASIL,MPB/Romântico
1558,Gal Costa,03357,CHUVA DE PRATA,MPB/Romântico
1559,Gal Costa,03334,NADA MAIS (LATELY),MPB/Romântico
1560,Gal Costa,06706,NOSSOS MOMENTOS,MPB/Romântico
1561,Gal Costa,04128,PRA VOCE,MPB/Romântico
1562,Gal Costa e Paulo Bellinati,07091,COISA MAIS LINDA,MPB/Romântico
1563,Gal Costa e Zeca Balero,04500,VAPOR BARATO E FLÔR DA PELE,MPB/Romântico
1564,Galinha Pintadinha,15112,FORMIGUINHA,Infantil
1565,Galinha Pintadinha,15114,MESTRE ANDRÉ,Infantil
1566,Gang do Samba,04292,RAIMUNDA,Desconhecido
1567,Garota Safada,33646,CEM POR CENTO MUITO LOUCO,Desconhecido
1568,Garota Safada,33613,LEVA EU PRA TUA CASA,Desconhecido
1569,Garota Safada,33615,PODEROSA,Desconhecido
1570,Garota Safada,33705,PRA LAVAR,Desconhecido
1571,Garota Safada,33717,SUBIDINHA,Desconhecido
1572,Garota Safada,33700,VEJA SÓ NO QUE DEU,Desconhecido
1573,Garota Safada,33650,VOU DAR VIROTE,Desconhecido
1574,Gasparzinho,33667,EU TÔ PEGANDO A SUA IRMÃ,Desconhecido
1575,Gasparzinho,15517,VAI NO CAVALINHO,Desconhecido
1576,Gasparzinho & Lucas Lucco,33699,PEGADOR,Sertanejo (dupla presumida)
1577,Genival Lacerda,06633,SEVERINA XIQUE-XIQUE,Desconhecido
1578,George Henrique e Rodrigo,30615,CLIENTE PREFERENCIAL (MODÃO ATRÁS DO OUTRO),Sertanejo (dupla presumida)
1579,George Henrique e Rodrigo,30304,DE COPO EM COPO,Sertanejo (dupla presumida)
1580,George Henrique e Rodrigo,33776,NOSSA CHAMA,Sertanejo (dupla presumida)
1581,George Henrique e Rodrigo,33349,TÁ BAGUNÇADO,Sertanejo (dupla presumida)
1582,George Henrique e Rodrigo,33775,VEM CÁ MOÇA,Sertanejo (dupla presumida)
1583,George Henrique e Rodrigo,33102,QUANDO AMANHECER,Sertanejo (dupla presumida)
1584,George Henrique e Rodrigo,33103,RECEITA DE AMAR,Sertanejo (dupla presumida)
1585,George Henrique e Rodrigo part. Bruno e Marrone,33443,NUNCA MAIS,Sertanejo
1586,George Henrique e Rodrigo part. Henrique e Juliano,33907,SEU OPOSTO,Sertanejo
